y,x,lat,lon,height,M0
682.0,1023.0,40.86641704624816,19.57467491126978,-2.2722022979167382e-10,283.4375
670.0,1022.0,40.86685102696973,19.574485125477832,-4.3724057791816646e-11,271.5625
671.0,1022.0,40.86513532814923,19.57422581848916,-7.675064968680066e-10,272.125
